	time	id	sentiment	topic	like	text
38	Sun Nov 28 23:59:43 +0000 2021	1.46511e+18	-	CY	0	@ETSshow @NancyMace @AnnieAndrewsMD @atrupar How about offering a substantive response?  Or perhaps you’re unable to.  The relative success FL has had in dealing with COVID is a direct result of ignoring the authoritarian impulses of “experts” such as yourself.
39	Sun Nov 28 23:59:42 +0000 2021	1.46511e+18	-	CS	0	"@GovRonDeSantis @GovRonDeSantis if you really believe this, why are you with holding the Florida Covid numbers?!?! Show us the real numbers ron"
45	Sun Nov 28 23:59:40 +0000 2021	1.46511e+18	-	CY	1	"@adkstorms @ludwig_mike i was so worried when covid hit and people started talking about liquor stores being closed.  at least a dozen times i've gone through complex alcohol withdrawal alone at home.  it's traumatic and dangerous.  they shut down the bottle depot for awhile, luckily not long"
50	Sun Nov 28 23:59:38 +0000 2021	1.46511e+18	-	CY	0	"It’s a COVID cliche but I’m glad I followed the sourdough trend. It’s become a ritual that still amazes me. That you can make this from some flour, water, and salt is pretty cool. https://t.co/UaaUpUK7kh"
56	Sun Nov 28 23:59:34 +0000 2021	1.46511e+18	-	CV	0	@StarbucksCanada Hi!  Was at your St Clair and Yonge (Toronto) location today and realized we were not asked for our vaccination documents yet we were staying in.  Neither was anyone else.  If you can look into this that would be great. Thanks!
60	Sun Nov 28 23:59:33 +0000 2021	1.46511e+18	-	CL	0	High inflation? Low polling?  Why - the pandemic   https://t.co/w3Bi1GujMl
64	Sun Nov 28 23:59:31 +0000 2021	1.46511e+18	-	CS	0	"@nillumcm Yes, quite a few friends and one of my cousins have died from COVID-19. Such a sad waste of life"
67	Sun Nov 28 23:59:29 +0000 2021	1.46511e+18	-	CY	0	A great article. I've grown tired of trying to explain how far the on-the-ground reality of the COVID situation Down Under is removed from hysterical claims of outsiders with no understanding or sense. https://t.co/f9urPt6rNC
70	Sun Nov 28 23:59:27 +0000 2021	1.46511e+18	-	CV	0	"@StaffSausage I felt like absolute garbage after the 2nd shot for a few weeks,  so I was scared of the booster. But I had ZERO side effects. It was a huge relief! I even got the flu and the covid booster on the same day, and was totally fine."
71	Sun Nov 28 23:59:27 +0000 2021	1.46511e+18	-	CV	1	"@immunotoxPhD @ogilville1 @swedishchf @SultaneAlexand1 @Sara4843 @tenebra99 @deralteGaukler @janem1276 @doom37455413 @raouldukeerik @AndrewLazarus4 @PaulDesmoParker @handmadekathy @namagoy @sammy44231 @Tony__Heller @mcfunny @satekor @provaxtexan @Monstercoyliar @andylumm @richykirsh @_mamadeb @JimeeLiberty @rpagano697 @kath2cats @Kathmarval @Fannyi5 @sailor_man_dan @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup @WorldFullofJunk @andnowsheisnot @TyotoRiffle @pandemichoax21 @sasha13043803 @AriellaBrown @pds1st @kevinault ""Incorrect. Like not even remotely on target.""  What percentage of unvaccinated people die ""from"" covid?"
72	Sun Nov 28 23:59:27 +0000 2021	1.46511e+18	-	CS	0	Of course this new strain will reach us - close all Airlines and international travel   Biden briefed by COVID team as omicron variant spreads in Australia and Europe : Coronavirus Updates   https://t.co/MGcAV4A5gt
76	Sun Nov 28 23:59:25 +0000 2021	1.46511e+18	-	CY	1	@s0n_dam @imcalledmilliee @calders67 @OhThisBloodyPC @PrisonPlanet For nearly a million Americans Covid was the devastating thing that ended their life altogether.
78	Sun Nov 28 23:59:24 +0000 2021	1.46511e+18	-	CL	0	@JasonLaCanfora I’m sure you think it’s due to COVID or he is a white supremacist.
80	Sun Nov 28 23:59:24 +0000 2021	1.46511e+18	-	CL	2	"@UPLIFTCharlest1 @JuddForCongress When you say it's getting worse, since when? Before COVID? Since the election?"
81	Sun Nov 28 23:59:23 +0000 2021	1.46511e+18	-	CR	1	"@austinvirts so so so mf jealous man, I had a trip planned and it got cancelled 2 days in advance due to covid measures.  not even getting refunded  enjoy brotha https://t.co/1RZvrgYLhX"
82	Sun Nov 28 23:59:23 +0000 2021	1.46511e+18	-	CV	0	@atrupar Interesting. So did she get her family vaccinated or did she intentionally expose them to Covid?
84	Sun Nov 28 23:59:23 +0000 2021	1.46511e+18	-	CY	0	Just get rid of covid and I'll feel a lot better https://t.co/czlF5BsJQK
88	Sun Nov 28 23:59:22 +0000 2021	1.46511e+18	-	CS	1	"@wendylaird @rennaestubbs @GOP No matter what.....you can't avoid deads caused by covid if some people not are having a great resistans. There are a lot, who is vaccinated who dies with covid"
89	Sun Nov 28 23:59:22 +0000 2021	1.46511e+18	-	CR	0	@SenTedCruz ripped Australia for its harsh Covid lockouts.  When will you have a tirade about Isreal locking its borders?.
92	Sun Nov 28 23:59:21 +0000 2021	1.46511e+18	-	CY	1	@gabbyedh10 yeah same lmao don’t wanna get spoiled if tobey show up. Just hope covid doesn’t ruin this.
94	Sun Nov 28 23:59:21 +0000 2021	1.46511e+18	-	CV	0	"@mjesper6599 @EpiEllie @Meta If you think the average American understands virology/epidemiology/immunology/public health-you’re not paying attention. Low vaccination rates tell the story, and that’s just math-not condescension. We aren’t reaching people, and we can do better."
95	Sun Nov 28 23:59:21 +0000 2021	1.46511e+18	-	CL	0	@davebeachone @Mediaite @Acosta Biden said he would solve covid and he has failed as well.
96	Sun Nov 28 23:59:21 +0000 2021	1.46511e+18	-	CV	0	@nillumcm Yes - many. Living in magaland Missouri- some still say it’s a hoax &amp; low vaccination rates.
98	Sun Nov 28 23:59:19 +0000 2021	1.46511e+18	-	CS	6	@CameliaDewan I’m pretty sure they test for racism the same way we’ve been testing for Covid.
105	Sun Nov 28 23:59:15 +0000 2021	1.46511e+18	-	CS	0	@CheriDiNovo Just got an email about covid case in my daughters HS.
106	Sun Nov 28 23:59:15 +0000 2021	1.46511e+18	-	CV	4	"@ZJustzed @real_GGoswami @JikkyKjj @razorback11111 Except, the other vaccines have been given over the past 50 years. The Covid ones have only been given for the past 10 months. Deaths reports for Covid vaccines per capita, far exceed those from other vaccines in every data base around the world."
112	Sun Nov 28 23:59:13 +0000 2021	1.46511e+18	-	CV	1	"But no, in Victoria @VictorianCHO and @DanielAndrewsMP are not giving up their “success” with “full vaccination” so we are sticking with calling two shots “fully vaxxed” and then will act surprised in six months that people didn’t get their third and we had a massive Omicron wave https://t.co/dahbHkRIkd"
117	Sun Nov 28 23:59:12 +0000 2021	1.46511e+18	-	CT	0	"Travel doors slam shut as new Covid variant triggers alarm, stranding hundreds of passengers  https://t.co/yeGRIKGWjh"
118	Sun Nov 28 23:59:12 +0000 2021	1.46511e+18	-	CV	0	"""Will the Vaccines Stop Omicron? Scientists Are Racing to Find Out."" by BY APOORVA MANDAVILLI via NYT https://t.co/U3bYqBdfeX #health https://t.co/roTgLv7fua"
119	Sun Nov 28 23:59:11 +0000 2021	1.46511e+18	-	CR	10	Virus so “dangerous” that we have to sift through the 💩 to find it and then lockdown the town because there are no cases and low vaccination. So much sCiEnCe it hurts !!! https://t.co/ydCQ00heFH
120	Sun Nov 28 23:59:11 +0000 2021	1.46511e+18	-	CS	0	Two cases of COVID-19 Omicron variant reported in Canada https://t.co/CmbWw7N7Zz via @nypost
123	Sun Nov 28 23:59:11 +0000 2021	1.46511e+18	-	CV	1	"@KayandNnn Indeed. Thanks to the anti vax bastards and a failure to get more of the world vaccinated, Covid has ample opportunity to adapt in the wild. But we’re still better off boosted, regardless."
125	Sun Nov 28 23:59:10 +0000 2021	1.46511e+18	-	CR	2	Call me when they require vaccination to take the train. App only. Until then I do not fuck with any of you people. You all have it AFAIC.
126	Sun Nov 28 23:59:10 +0000 2021	1.46511e+18	-	CS	0	"@NanciGuestRDPhD @NickyBy02694417 @ian_charles007 Blindly following doctors orders is terrible advice. Cancer, MS, doesn't matter, we are all people trying to survive. The covid program reeks of desperation and failure."
128	Sun Nov 28 23:59:09 +0000 2021	1.46511e+18	-	CT	1	@rkmusgrave @couriermail Name another covid variant that has proved to be “mild”.
129	Sun Nov 28 23:59:08 +0000 2021	1.46511e+18	-	CV	0	@nypost This is insanity. Over 75% down from her delta peak- millions more vaccinated/natural immunity. I’ll bet any amount of money More people will die of depression/overdoses than Covid going forward. https://t.co/9tzaMe4nFJ
130	Sun Nov 28 23:59:08 +0000 2021	1.46511e+18	-	CS	1	"@pixxie0 @Hop_Squatch @Catsrbabies Yeah,  you still haven’t looked at satellite photos of the difference in the ice at the poles from 1975 - 2010 yet have you? You are just like one of those people gasping for air in the hospital who swears Covid is just made up, aren’t ya?"
131	Sun Nov 28 23:59:08 +0000 2021	1.46511e+18	-	CS	1	@lg_bt21 i'm also scared because we don't know what covid will bring for the rest of the year. :/
132	Sun Nov 28 23:59:08 +0000 2021	1.46511e+18	-	CV	0	"@Stonkzilla1 @DHSCgovuk My friends mum has Covid and was in intensive care for 3 weeks. She only got 1 dose of Covid vaccine. My dad had both doses and was ill in bed for a week. My family friend had no vaccine and died from Covid 19 at the age of 24 years old, no health issues….1/2"
133	Sun Nov 28 23:59:07 +0000 2021	1.46511e+18	-	CV	1	"@drjonesjnr @DopravniPoradce @PrisonPlanet //Not to be rude, but do you know anything about the technology that went into this vaccination? They’ve been using it to treat cancer. It's been around for 20 yrs. 7.9 billion doses have been given world wide. The FDA gave their approval. There are multiple Supreme Court cases ~"
159	Sun Nov 28 23:59:00 +0000 2021	1.46511e+18	-	CV	1	"@Garakus_MV Every single scientific, medical and government committee recommends COVID vaccination: CDC, NIH, FDA, ACIP, AAAS, Am Academy Pediatrics, Am College of Obstetricians and Gynecologists, the Society for Maternal-Fetal Medicine even for pregnant women  https://t.co/MgcSieqfCC"
160	Sun Nov 28 23:59:00 +0000 2021	1.46511e+18	-	CS	1	@The_DHS SA gov is allowing a situation for more mutations to occur &amp; more new variants.  YOU CANNOT HAVE AN OPEN SOCIETY WITH PEOPLE PHYSICALLY INTERACTING &amp; SPREADING THE VIRUS! We need to stop physical interaction to stop the spread &amp; flatten the curve IF we serious bout stopping covid
161	Sun Nov 28 23:58:59 +0000 2021	1.46511e+18	-	CY	0	@markwil147 It really shags you the old Covid ! 🥊🥊.  It is what it is . You take care .
165	Sun Nov 28 23:58:58 +0000 2021	1.46511e+18	-	PL	0	"@NoelTruth @staceyabrams Lmfao kids said crippling under covid 🤣🤣🤣🤣, only because you middle school drop outs are fear mongering everyone into a great depression. Raising taxes does nothing, only hurts the middle and lower class."
166	Sun Nov 28 23:58:58 +0000 2021	1.46511e+18	-	CY	50	"@thehill No, we DON'T ""have to start living with COVID"", the capitalist US government just refuses to do what is necessary to eradicate the virus: https://t.co/JoNxpUGVXd"
167	Sun Nov 28 23:58:58 +0000 2021	1.46511e+18	-	CV	5	"@InUtahNotOfUtah Yes. If they aren't personally affected or know anyone who has been? It's overblown. Or if someone who has been vaccinated gets Covid, then why bother getting the shot? Or 'I don't care. I can't live in fear.' That last mentality really pisses me off."
170	Sun Nov 28 23:58:53 +0000 2021	1.46511e+18	-	CV	1	@saiIupthesun I got the Pfizer booster after having my j&amp;j vaccine in April! I was pretty tired the day after and a little sore but nothing too extreme
173	Sun Nov 28 23:58:52 +0000 2021	1.46511e+18	-	CS	0	"""With Covid studies, the quality of the evidence matters"". Putting a lot of poorly-designed studies together does not give you quality evidence: to date only one randomised study of masking, showing low efficacy; no adequate studies of ivermectin to date.  https://t.co/e1PgRRSZZ9"
174	Sun Nov 28 23:58:52 +0000 2021	1.46511e+18	-	CL	0	"@strobist @offbeatphotog For every political action, there is an equal and opposite action. Divisive politics will always be here, COVID was just the outrage du jour. https://t.co/Q0YVVugXdV"
182	Sun Nov 28 23:58:47 +0000 2021	1.46511e+18	-	CY	0	"Sir, there are things more important than justice; such as using your COVID-19 location scanner."
183	Sun Nov 28 23:58:47 +0000 2021	1.46511e+18	-	CY	0	"Will the Stock Market Crash Tomorrow due to New Covid Variant? Learn, Tr... https://t.co/qVqHSupjuf via @YouTube"
189	Sun Nov 28 23:58:43 +0000 2021	1.46511e+18	-	CS	0	not covid running wild in our house and i’m supposed to go back to work this week 😩😩😅😅😅
192	Sun Nov 28 23:58:42 +0000 2021	1.46511e+18	-	CS	0	"Gov. Hochul delivers COVID-19 update by Sunday, November 28th https://t.co/iwf1rwqZVx"
193	Sun Nov 28 23:58:40 +0000 2021	1.46511e+18	-	CV	1	"@mudfootmama @UclaBruin1998 @funder People who don't vaxx don't care if they catch covid or give to someone else who may get sick or dies. Doing anything for ""the common good"" is of no interest to them"
194	Sun Nov 28 23:58:39 +0000 2021	1.46511e+18	-	CT	0	"@BurDarius Bullsht. I have not read anywhere that it's mutating because of the vaccine. That is absolute lunacy. @DrEricDing can respond to this. An actual epidemiologist, 16 yrs at Harvard and the first person to Tweet about COVID in Jan 2020. He is more reliable than  QAnon news 🙄"
205	Sun Nov 28 23:58:35 +0000 2021	1.46511e+18	-	CT	0	What We Know About the New Variant https://t.co/NuWzYTmrxN
206	Sun Nov 28 23:58:35 +0000 2021	1.46511e+18	-	CY	1	"@richo_1973 @vanOnselenP Gotta get your jollies where you can, in times of COVID 😂"
212	Sun Nov 28 23:58:31 +0000 2021	1.46511e+18	-	CS	0	@patknadolski @Malinowski So are 1000 a day not dying from covid?
214	Sun Nov 28 23:58:30 +0000 2021	1.46511e+18	-	CS	3	@elwdbm @Boogie2988 Honestly dude I was gonna argue with you but someone I know died of Covid 3 days ago so just give me a break on this one ok
217	Sun Nov 28 23:58:29 +0000 2021	1.46511e+18	-	CV	0	"@CoryRove BTW, this clown Malone is the one spreading FEAR about the vaccine.  He's projecting.  COVID has killed almost 800,000 people in less than two years... protecting oneself isn't fear, it's intelligent."
224	Sun Nov 28 23:58:27 +0000 2021	1.46511e+18	-	CV	1	"Today on American Dummy.  Man near death from COVID19 won't take vax bc he's doing his research.   "" He said that he isn’t “sold on the vax” yet, and that he’s “waiting for the best one to arrive.”  #UFC #SanDiego #covidvariant #HermanCainAward  https://t.co/YFulDop4PC"
228	Sun Nov 28 23:58:25 +0000 2021	1.46511e+18	-	CT	0	Thank you South #Africa for warning the world about the Omicron virus. U saved many lives. Well wishes to your country. Hope nations send you covid shots. @BBCWorld @ABCWorldNews @NBCNews @gop @WHO @cnn @nytimes @BreitbartNews @latimes @USATODAY @guardian @TheDemocrats @Pontifex
235	Sun Nov 28 23:58:24 +0000 2021	1.46511e+18	-	CY	0	@PaulZauch @GregDore2 At least we’ll be blaming Covid for cancelling Xmas this year and not Muslims or “PC gone mad”
242	Sun Nov 28 23:58:21 +0000 2021	1.46511e+18	-	CV	3	@henchnips @doritmi @TheFrankmanMN @MaryOskii @SallyJiggles @Twitter We know covid vaccines are less about preventing 100% of infections and more about preventing severe infections. Vaccines aren’t causing new strains.
245	Sun Nov 28 23:58:21 +0000 2021	1.46511e+18	-	CV	2	This hits home. I got the 3rd dose of covid vaccine but why should my colleagues/family/friends in India and rest of the world be deprived of it? Global vaccine equity is paramount. #VaccinEquity https://t.co/uBcVX6O1Kl
